-0.029701,-1.5353,-5.1777,-0.1257,-0.10295,0.22673
-0.052903,-1.5524,-5.2245,-0.12585,-0.10302,0.22689
-0.052691,-1.5568,-5.2012,-0.12596,-0.10316,0.22697
-0.047338,-1.566,-5.2627,-0.12604,-0.10383,0.22701
-0.043592,-1.5477,-5.2248,-0.12611,-0.10284,0.22693
-0.048351,-1.56,-5.2486,-0.12607,-0.10253,0.227
-0.081435,-1.5926,-5.2552,-0.12613,-0.1023,0.22674
-0.066741,-1.5432,-5.2634,-0.12623,-0.1022,0.22674
-0.093431,-1.5769,-5.2408,-0.12608,-0.10198,0.22693
-0.095459,-1.56,-5.2502,-0.12557,-0.10172,0.2272
-0.10985,-1.5731,-5.2274,-0.12531,-0.10147,0.22728
-0.13096,-1.5757,-5.1795,-0.12518,-0.10156,0.227
-0.12537,-1.5635,-5.1871,-0.12538,-0.10152,0.22693
-0.083959,-1.5489,-5.2415,-0.12539,-0.10177,0.22691
-0.063512,-1.5777,-5.2414,-0.12414,-0.10219,0.22687
-0.051797,-1.5991,-5.2416,-0.12432,-0.10203,0.22687
-0.071323,-1.6099,-5.2337,-0.12449,-0.1021,0.22694
-0.080397,-1.5877,-5.2571,-0.12632,-0.10218,0.22722
-0.083588,-1.5853,-5.1956,-0.12585,-0.10206,0.22728
-0.086787,-1.5439,-5.1786,-0.12549,-0.103,0.22709
-0.038402,-1.5493,-5.1803,-0.12344,-0.10257,0.22707
-0.072805,-1.541,-5.2031,-0.12509,-0.10271,0.22724
-0.048986,-1.5641,-5.1866,-0.12603,-0.10311,0.2272
-0.045426,-1.5663,-5.2406,-0.12582,-0.10317,0.2271
-0.047578,-1.5636,-5.1791,-0.12557,-0.10294,0.22717
-0.044471,-1.5713,-5.1863,-0.12624,-0.10289,0.22709
-0.039571,-1.559,-5.1797,-0.12553,-0.103,0.22731
-0.051691,-1.5696,-5.1248,-0.12562,-0.10353,0.22739
-0.047527,-1.5439,-5.2025,-0.12526,-0.10345,0.2273
-0.055164,-1.5535,-5.109,-0.12563,-0.10341,0.22726
-0.036897,-1.5473,-5.157,-0.12513,-0.10355,0.22757
-0.026529,-1.5276,-5.1562,-0.12541,-0.10364,0.22739
-0.03839,-1.5299,-5.1728,-0.12469,-0.10334,0.2275
-0.035278,-1.5283,-5.1716,-0.12527,-0.10338,0.22728
-0.071148,-1.5311,-5.1804,-0.12464,-0.10258,0.22729
-0.084036,-1.5476,-5.2121,-0.1253,-0.10253,0.22757
-0.099678,-1.5339,-5.1816,-0.1246,-0.1022,0.22755
-0.062987,-1.5451,-5.212,-0.1255,-0.10257,0.22753
-0.0491,-1.5467,-5.2588,-0.12581,-0.10243,0.22756
-0.056567,-1.5604,-5.2046,-0.12541,-0.10232,0.22754
-0.028295,-1.5531,-5.2133,-0.12384,-0.10244,0.22758
-0.025113,-1.5695,-5.2055,-0.12383,-0.10256,0.22761
-0.015304,-1.5681,-5.205,-0.12411,-0.10291,0.22761
-0.032028,-1.5596,-5.2287,-0.1239,-0.10249,0.22757
-0.05835,-1.5474,-5.2134,-0.12492,-0.10234,0.22776
-0.077095,-1.5484,-5.1975,-0.12516,-0.10249,0.2278
-0.056155,-1.5466,-5.2133,-0.12313,-0.10179,0.22734
-0.08819,-1.5469,-5.1906,-0.12471,-0.10168,0.22774
-0.083517,-1.5572,-5.2207,-0.12554,-0.10218,0.22772
-0.07931,-1.5732,-5.205,-0.12575,-0.10227,0.22776
-0.072291,-1.578,-5.2428,-0.12549,-0.10241,0.22748
-0.069387,-1.5634,-5.2591,-0.12596,-0.10199,0.2276
-0.070941,-1.5462,-5.2364,-0.12559,-0.10184,0.22765
-0.097187,-1.5433,-5.2746,-0.12662,-0.10146,0.22752
-0.10347,-1.5419,-5.2282,-0.12549,-0.10152,0.22747
-0.095991,-1.5517,-5.2276,-0.1255,-0.10145,0.22729
-0.11024,-1.5692,-5.212,-0.12602,-0.10139,0.22736
-0.077774,-1.5368,-5.2206,-0.12656,-0.10171,0.22765
-0.055733,-1.5144,-5.2673,-0.12584,-0.10201,0.2276
-0.05185,-1.5253,-5.2219,-0.12444,-0.10229,0.22784
-0.031564,-1.5085,-5.2215,-0.12429,-0.10272,0.2278
-0.008529,-1.5302,-5.3056,-0.12245,-0.10336,0.22739
0.012897,-1.5095,-5.2843,-0.1219,-0.10313,0.22771
0.017182,-1.4888,-5.2768,-0.12179,-0.10312,0.22771
-0.001237,-1.4985,-5.3144,-0.12203,-0.10332,0.22754
0.001693,-1.5117,-5.3001,-0.12207,-0.10286,0.22774
-0.013293,-1.4931,-5.2604,-0.12221,-0.10265,0.22746
-0.040845,-1.4861,-5.2833,-0.12448,-0.10259,0.22767
-0.021085,-1.5295,-5.3535,-0.12313,-0.1026,0.22761
-0.035716,-1.5532,-5.2529,-0.12393,-0.10206,0.22768
-0.046148,-1.5743,-5.2762,-0.12449,-0.10132,0.22757
-0.09037,-1.5579,-5.2836,-0.12578,-0.10128,0.22771
-0.071475,-1.552,-5.3074,-0.12625,-0.10131,0.22785
-0.042187,-1.5439,-5.2906,-0.12639,-0.10187,0.22763
-0.036689,-1.5445,-5.276,-0.12512,-0.10221,0.22782
-0.059863,-1.5251,-5.2136,-0.12444,-0.10231,0.22773
-0.017962,-1.5051,-5.3302,-0.12508,-0.10279,0.22786
-0.030427,-1.5031,-5.2838,-0.12432,-0.10268,0.22781
-0.028667,-1.5079,-5.2452,-0.12488,-0.10222,0.2278
-0.042938,-1.5121,-5.2849,-0.12448,-0.10165,0.22783
-0.053386,-1.5042,-5.2765,-0.12471,-0.10165,0.22772
-0.057018,-1.5055,-5.2765,-0.12398,-0.10187,0.22772
-0.051882,-1.4931,-5.331,-0.12395,-0.10195,0.22774
-0.037945,-1.4704,-5.3156,-0.1233,-0.1025,0.22781
-0.053518,-1.4751,-5.2611,-0.12357,-0.10233,0.2278
0.002222,-1.4845,-5.2692,-0.12206,-0.10255,0.22765
-0.028976,-1.4741,-5.2753,-0.12355,-0.10289,0.22756
0.007189,-1.5094,-5.2535,-0.12249,-0.10266,0.22772
-0.027219,-1.5111,-5.2764,-0.12431,-0.1024,0.22782
-0.023873,-1.4908,-5.3313,-0.12392,-0.10219,0.22781
-0.020766,-1.4878,-5.3371,-0.12434,-0.10293,0.22757
-0.006131,-1.5264,-5.3301,-0.12302,-0.10233,0.22744
-0.019308,-1.5069,-5.2825,-0.12502,-0.10239,0.22745
-0.043314,-1.5248,-5.3054,-0.12511,-0.10232,0.2274
-0.0379,-1.5129,-5.2998,-0.12306,-0.10188,0.22757
-0.046912,-1.5227,-5.3226,-0.12293,-0.10167,0.22738
-0.050936,-1.5202,-5.3067,-0.12291,-0.10181,0.22734
-0.085975,-1.4859,-5.2909,-0.12516,-0.10147,0.22746
-0.12195,-1.53,-5.2843,-0.12488,-0.10086,0.22769
-0.10856,-1.5009,-5.2921,-0.125,-0.10021,0.22744
-0.13603,-1.5356,-5.2617,-0.12478,-0.099673,0.22753
-0.14506,-1.5414,-5.2702,-0.12469,-0.09924,0.22761
-0.13454,-1.5262,-5.2844,-0.12575,-0.099435,0.22742
-0.13675,-1.5211,-5.37,-0.12496,-0.10001,0.22753
-0.055859,-1.4824,-5.3312,-0.12244,-0.10122,0.22739
-0.044957,-1.4897,-5.2919,-0.12384,-0.10179,0.22757
-0.024952,-1.4588,-5.3545,-0.1226,-0.10214,0.22759
-0.004441,-1.4459,-5.3471,-0.12248,-0.10293,0.22784
0.017789,-1.4221,-5.3532,-0.12175,-0.10395,0.22757
0.029744,-1.4301,-5.3226,-0.12196,-0.10361,0.22758
0.003738,-1.4351,-5.3679,-0.12298,-0.10381,0.22748
0.040476,-1.4235,-5.3295,-0.1216,-0.10387,0.22736
0.049756,-1.4272,-5.3303,-0.12186,-0.10409,0.22765
0.042901,-1.4584,-5.3525,-0.12302,-0.10432,0.22763
0.000889,-1.4788,-5.3211,-0.12373,-0.10368,0.22753
-0.034309,-1.4957,-5.3534,-0.12411,-0.10263,0.22768
-0.042669,-1.5295,-5.3148,-0.12455,-0.10196,0.22766
-0.11293,-1.5302,-5.2599,-0.12517,-0.10067,0.22737
-0.096954,-1.5353,-5.3216,-0.12589,-0.10051,0.22724
-0.098534,-1.5607,-5.3234,-0.12596,-0.099702,0.2275
-0.12515,-1.5894,-5.3299,-0.12718,-0.099816,0.22745
-0.10582,-1.5692,-5.3006,-0.12618,-0.099914,0.22776
-0.10196,-1.5608,-5.2912,-0.1267,-0.10084,0.22768
-0.08056,-1.5391,-5.2517,-0.12606,-0.10119,0.22743
-0.093168,-1.5005,-5.2368,-0.12492,-0.10083,0.22734
-0.069356,-1.5224,-5.3139,-0.1248,-0.10147,0.22734
-0.061547,-1.5091,-5.269,-0.12252,-0.1011,0.22737
-0.035172,-1.5009,-5.3065,-0.12258,-0.10247,0.22737
0.003662,-1.4646,-5.3379,-0.12346,-0.10298,0.22761
0.068803,-1.5266,-5.3208,-0.12254,-0.10437,0.22745
0.053444,-1.4861,-5.2503,-0.12481,-0.10415,0.22747
0.02047,-1.513,-5.2585,-0.12401,-0.1043,0.22765
0.005305,-1.4911,-5.259,-0.12413,-0.10338,0.22752
-0.03149,-1.5326,-5.2836,-0.1245,-0.10201,0.2276
-0.053727,-1.5234,-5.2372,-0.12495,-0.10144,0.22759
-0.078773,-1.5384,-5.2454,-0.12494,-0.10087,0.22759
-0.074131,-1.5444,-5.2433,-0.1258,-0.10133,0.22728
-0.055888,-1.5386,-5.1899,-0.12478,-0.10142,0.22738
-0.036153,-1.5408,-5.2673,-0.12531,-0.10164,0.22742
-0.04013,-1.5513,-5.2193,-0.12465,-0.10213,0.22714
-0.011842,-1.5688,-5.1671,-0.12435,-0.10166,0.2275
-0.046229,-1.5552,-5.1967,-0.12588,-0.10211,0.22747
-0.033556,-1.5199,-5.1132,-0.12281,-0.1022,0.22759
-0.056318,-1.4972,-5.1299,-0.12368,-0.10157,0.22782
-0.065023,-1.4414,-5.1217,-0.12298,-0.10196,0.22771
-0.077632,-1.423,-5.039,-0.12156,-0.10081,0.22792
-0.082581,-1.4145,-5.108,-0.11947,-0.10139,0.2276
-0.040517,-1.4132,-5.023,-0.11922,-0.10206,0.2278
-0.069131,-1.4296,-5.0528,-0.12146,-0.10204,0.22782
-0.087307,-1.4227,-4.9675,-0.12125,-0.10153,0.22771
-0.10781,-1.4318,-4.9777,-0.12141,-0.10034,0.22806
-0.11261,-1.4343,-5.0463,-0.12189,-0.1003,0.22777
-0.13897,-1.458,-4.9851,-0.12098,-0.10038,0.22802
-0.13412,-1.4282,-4.9761,-0.12244,-0.1004,0.22783
-0.14863,-1.4571,-4.963,-0.12321,-0.099282,0.22829
-0.12105,-1.4346,-5.0075,-0.12264,-0.10043,0.22793
-0.1227,-1.4447,-4.9622,-0.1225,-0.10055,0.22831
