-0.12912,-1.6298,-4.3333,-0.12622,-0.099286,0.23073
-0.11574,-1.6189,-4.2967,-0.12433,-0.098477,0.2308
-0.13797,-1.6364,-4.2878,-0.12635,-0.098554,0.23083
-0.12489,-1.6381,-4.3194,-0.12651,-0.098576,0.23097
-0.13699,-1.6528,-4.3559,-0.12716,-0.09924,0.23068
-0.11619,-1.6183,-4.3338,-0.12709,-0.099277,0.23091
-0.10655,-1.6483,-4.357,-0.12674,-0.099887,0.23104
-0.11082,-1.6277,-4.3256,-0.12656,-0.099935,0.23094
-0.1139,-1.6567,-4.2862,-0.12703,-0.10024,0.23098
-0.1151,-1.6544,-4.3256,-0.12836,-0.09954,0.23108
-0.092637,-1.6733,-4.2702,-0.12754,-0.099946,0.2308
-0.064174,-1.6421,-4.2938,-0.12644,-0.10056,0.23083
-0.11078,-1.6466,-4.2789,-0.12762,-0.099964,0.23106
-0.090365,-1.6568,-4.3083,-0.12837,-0.10073,0.23092
-0.088919,-1.6599,-4.3399,-0.1278,-0.1009,0.23106
-0.089732,-1.66,-4.3156,-0.12765,-0.10116,0.23084
-0.09473,-1.649,-4.3323,-0.12733,-0.10107,0.2311
-0.08315,-1.6341,-4.296,-0.12653,-0.10066,0.23149
-0.043886,-1.6114,-4.2874,-0.12618,-0.10107,0.23124
-0.055071,-1.5856,-4.2881,-0.12611,-0.10097,0.23139
-0.072135,-1.5809,-4.3497,-0.12645,-0.10105,0.23133
-0.095021,-1.616,-4.3721,-0.12608,-0.10125,0.2312
-0.090176,-1.5998,-4.396,-0.1261,-0.10102,0.23127
-0.081296,-1.5997,-4.3813,-0.12557,-0.10086,0.23136
-0.084246,-1.5691,-4.3579,-0.12554,-0.10097,0.23133
-0.10522,-1.5988,-4.3489,-0.12631,-0.1013,0.23128
-0.14174,-1.5882,-4.3337,-0.12624,-0.10063,0.23123
-0.13265,-1.5791,-4.3581,-0.12638,-0.10031,0.23141
-0.15673,-1.6212,-4.3504,-0.12683,-0.099813,0.23141
-0.12583,-1.6324,-4.3049,-0.12691,-0.099551,0.23158
-0.15574,-1.6306,-4.3273,-0.1272,-0.099567,0.23146
-0.096865,-1.6474,-4.3666,-0.12628,-0.09987,0.23144
-0.11465,-1.6473,-4.3803,-0.12733,-0.10036,0.23128
-0.099588,-1.6245,-4.4192,-0.12684,-0.10056,0.23123
-0.094916,-1.6131,-4.3523,-0.12554,-0.10031,0.23178
-0.092196,-1.5783,-4.3284,-0.12494,-0.10085,0.23168
-0.10603,-1.5404,-4.429,-0.1256,-0.10051,0.23154
-0.065417,-1.544,-4.4135,-0.12495,-0.10115,0.23157
-0.077194,-1.5703,-4.4141,-0.12533,-0.10053,0.23165
-0.069642,-1.5427,-4.3532,-0.12434,-0.10075,0.23186
-0.083352,-1.5411,-4.3285,-0.12477,-0.10091,0.23164
-0.067144,-1.5455,-4.3824,-0.12399,-0.10081,0.23133
-0.08815,-1.5583,-4.4062,-0.12545,-0.10039,0.23158
-0.10776,-1.5653,-4.4222,-0.12485,-0.099905,0.23155
