1.3546,0.041975,0.083645,0.13215,-0.041051,0.99032,0.010704
1.3543,0.041751,0.083882,0.13207,-0.040905,0.99033,0.011354
1.354,0.041498,0.084148,0.13204,-0.040788,0.99033,0.012009
1.3537,0.041238,0.084406,0.13201,-0.040679,0.99033,0.012662
1.3533,0.04097,0.084652,0.13195,-0.040594,0.99034,0.013287
1.353,0.040694,0.084886,0.13188,-0.040537,0.99034,0.013862
1.3527,0.040415,0.085109,0.1318,-0.040499,0.99034,0.014415
1.3523,0.040115,0.085299,0.13158,-0.040481,0.99037,0.014973
1.352,0.039804,0.085476,0.13132,-0.04045,0.99039,0.015498
1.3516,0.039488,0.085651,0.13109,-0.040419,0.99042,0.015977
1.3513,0.039164,0.085848,0.13097,-0.040372,0.99043,0.016429
1.3509,0.038821,0.086047,0.13092,-0.040399,0.99043,0.016864
1.3505,0.038437,0.086243,0.13085,-0.040452,0.99043,0.017292
1.3501,0.038046,0.086429,0.13077,-0.040551,0.99043,0.01768
1.3497,0.037644,0.086602,0.13066,-0.040675,0.99043,0.018011
1.3494,0.037176,0.086759,0.13061,-0.040901,0.99042,0.018118
1.349,0.03669,0.086911,0.13058,-0.041182,0.99041,0.018185
1.3486,0.036148,0.08706,0.13053,-0.041501,0.99041,0.018192
1.3483,0.035612,0.087198,0.13047,-0.041806,0.9904,0.018223
1.3479,0.035097,0.087322,0.13037,-0.04206,0.9904,0.018292
1.3475,0.034594,0.087407,0.13012,-0.042247,0.99043,0.018367
1.3471,0.034101,0.087469,0.12978,-0.042361,0.99047,0.018474
1.3467,0.033633,0.08751,0.12923,-0.042194,0.99054,0.018831
1.3462,0.033173,0.087541,0.12862,-0.041988,0.99062,0.01922
1.3458,0.03274,0.087563,0.12797,-0.041781,0.9907,0.019652
1.3453,0.032276,0.087576,0.12738,-0.041641,0.99078,0.01994
1.3449,0.031825,0.087583,0.12677,-0.04148,0.99086,0.020237
1.3444,0.031343,0.087608,0.12617,-0.041106,0.99094,0.020582
1.3439,0.030917,0.087636,0.12549,-0.040579,0.99104,0.021066
1.3434,0.030502,0.087669,0.12485,-0.040012,0.99114,0.021514
1.3429,0.030096,0.0877,0.1242,-0.03941,0.99123,0.021927
1.3424,0.029695,0.087736,0.12359,-0.038822,0.99132,0.022295
1.3419,0.029265,0.087769,0.12293,-0.038281,0.99142,0.022565
1.3414,0.028846,0.08781,0.1223,-0.037755,0.99151,0.022801
1.3409,0.028434,0.087858,0.12172,-0.037258,0.9916,0.022988
1.3405,0.027972,0.087908,0.12125,-0.03691,0.99167,0.022929
1.34,0.027501,0.087966,0.12084,-0.036608,0.99173,0.022798
1.3395,0.027042,0.088066,0.1205,-0.036256,0.99179,0.022746
1.339,0.026611,0.088171,0.12015,-0.035865,0.99185,0.022728
1.3384,0.026213,0.088284,0.11984,-0.035454,0.9919,0.022726
1.3379,0.025892,0.088404,0.11944,-0.034895,0.99196,0.022919
1.3373,0.025596,0.088528,0.11903,-0.034275,0.99203,0.023102
1.3367,0.025277,0.088689,0.11868,-0.033451,0.9921,0.023185
1.3361,0.024963,0.088831,0.11824,-0.032551,0.99218,0.023194
1.3355,0.024648,0.088984,0.11784,-0.031611,0.99226,0.023126
1.3349,0.024333,0.089149,0.11749,-0.030687,0.99233,0.02298
1.3343,0.024013,0.089328,0.1172,-0.029826,0.9924,0.022753
1.3336,0.023624,0.089576,0.11704,-0.029029,0.99245,0.02223
1.3329,0.023281,0.089825,0.11694,-0.028193,0.9925,0.021865
1.3321,0.022939,0.090072,0.11688,-0.027313,0.99254,0.021482
1.3314,0.022545,0.090302,0.11689,-0.026606,0.99257,0.020865
1.3307,0.022157,0.090523,0.11688,-0.025943,0.9926,0.020227
1.3299,0.021846,0.090754,0.11679,-0.025162,0.99264,0.019851
1.329,0.02157,0.090968,0.11663,-0.024351,0.99268,0.019558
1.3281,0.021318,0.091174,0.11648,-0.023544,0.99273,0.019294
1.3272,0.021079,0.091401,0.11647,-0.022811,0.99275,0.019029
1.3263,0.020875,0.091594,0.11637,-0.022154,0.99278,0.018827
1.3252,0.020686,0.091806,0.11638,-0.021537,0.9928,0.018663
1.3242,0.020512,0.092007,0.11641,-0.021064,0.99281,0.018496
1.3231,0.020373,0.0922,0.11648,-0.020677,0.99281,0.018391
1.322,0.020248,0.092372,0.11654,-0.020344,0.99281,0.018247
1.3209,0.020085,0.092515,0.11662,-0.020238,0.99281,0.017944
1.3197,0.019982,0.092666,0.11674,-0.02002,0.9928,0.017846
1.3184,0.019911,0.092807,0.11686,-0.019802,0.99279,0.017824
1.3171,0.019801,0.092936,0.11703,-0.019713,0.99278,0.017617
1.3159,0.019697,0.093028,0.11713,-0.019668,0.99277,0.017379
1.3146,0.01965,0.093135,0.11719,-0.0196,0.99277,0.017234
1.3132,0.019649,0.0932,0.11718,-0.019377,0.99277,0.017261
1.3117,0.019623,0.093281,0.11734,-0.019232,0.99276,0.017192
1.3102,0.019628,0.093361,0.11739,-0.01917,0.99275,0.017098
1.3088,0.019645,0.093429,0.11736,-0.01915,0.99276,0.01702
1.3073,0.019672,0.093493,0.11732,-0.019122,0.99276,0.016977
1.3056,0.019729,0.093554,0.11728,-0.019006,0.99277,0.017111
1.304,0.019789,0.093602,0.11719,-0.018861,0.99278,0.017237
1.3024,0.019844,0.093619,0.11697,-0.018749,0.99281,0.017315
1.3007,0.019877,0.09366,0.1168,-0.01861,0.99283,0.017342
1.2991,0.019895,0.0937,0.1166,-0.018543,0.99286,0.01731
1.2974,0.01988,0.093719,0.1162,-0.018561,0.9929,0.017145
1.2956,0.019857,0.093751,0.11581,-0.018621,0.99295,0.016964
1.2938,0.019809,0.093825,0.11557,-0.018683,0.99298,0.016715
1.2921,0.019747,0.093916,0.11537,-0.018794,0.99301,0.016422
1.2904,0.019659,0.094015,0.11519,-0.018921,0.99303,0.016027
1.2885,0.019498,0.09413,0.11498,-0.019245,0.99306,0.015346
1.2866,0.01936,0.09425,0.11481,-0.019584,0.99308,0.014816
1.2847,0.019205,0.094365,0.11465,-0.019896,0.9931,0.01427
1.2828,0.019018,0.094487,0.1145,-0.020383,0.99312,0.013566
1.2809,0.018863,0.094612,0.11438,-0.020814,0.99313,0.013063
1.2788,0.018711,0.094735,0.11423,-0.021256,0.99315,0.012638
1.2767,0.018592,0.094867,0.11413,-0.021776,0.99315,0.012338
1.2747,0.018475,0.09499,0.114,-0.022223,0.99316,0.012055
1.2726,0.018397,0.095116,0.11387,-0.022662,0.99317,0.011915
1.2705,0.018329,0.095239,0.11376,-0.023035,0.99317,0.011824
1.2682,0.018289,0.095365,0.11355,-0.023385,0.99319,0.011908
1.266,0.018275,0.095493,0.11333,-0.023607,0.9932,0.012106
1.2637,0.018264,0.095627,0.1131,-0.02378,0.99322,0.012344
1.2614,0.018259,0.095784,0.11294,-0.023914,0.99323,0.012649
1.2592,0.018246,0.095961,0.11282,-0.023952,0.99324,0.01295
1.2568,0.018242,0.096185,0.11272,-0.023917,0.99325,0.013356
1.2544,0.018215,0.096423,0.11262,-0.023829,0.99326,0.013716
1.252,0.018177,0.09668,0.11259,-0.023716,0.99326,0.014043
1.2497,0.018112,0.096974,0.11265,-0.023617,0.99325,0.014328
1.2474,0.018035,0.097282,0.11271,-0.023559,0.99324,0.014604
1.2447,0.017637,0.096778,0.10963,-0.023548,0.99359,0.014516
1.2421,0.0173,0.096127,0.10611,-0.023833,0.99396,0.014507
1.2397,0.017153,0.096522,0.10637,-0.023878,0.99393,0.014684
1.2373,0.016981,0.097052,0.1071,-0.023955,0.99385,0.014655
1.2349,0.016836,0.097568,0.10777,-0.023947,0.99378,0.0148
1.2324,0.016622,0.098092,0.10838,-0.02395,0.99371,0.014799
1.2299,0.01641,0.098606,0.10894,-0.023909,0.99365,0.014899
1.2274,0.016211,0.099096,0.10942,-0.02382,0.9936,0.015065
1.2249,0.016009,0.099566,0.10984,-0.023739,0.99355,0.015226
1.2225,0.015776,0.10001,0.11021,-0.023614,0.99351,0.015303
1.2199,0.01551,0.10045,0.11049,-0.023438,0.99348,0.015354
1.2174,0.015246,0.10085,0.11068,-0.023209,0.99347,0.015407
1.2148,0.01472,0.1004,0.10777,-0.023043,0.99379,0.015161
1.2123,0.014431,0.10071,0.10776,-0.02287,0.9938,0.015132
1.2099,0.014184,0.10112,0.10816,-0.0227,0.99376,0.015153
1.2073,0.013916,0.10151,0.1085,-0.022475,0.99373,0.015172
1.2047,0.013655,0.10186,0.10878,-0.022188,0.9937,0.015215
1.2022,0.0134,0.10217,0.10896,-0.021851,0.99369,0.015269
1.1997,0.013149,0.10243,0.10902,-0.021403,0.99369,0.015326
1.1973,0.012918,0.10265,0.10895,-0.020819,0.99371,0.015443
1.1947,0.012707,0.10282,0.10874,-0.019859,0.99375,0.015692
1.1921,0.012513,0.10294,0.10835,-0.018704,0.99381,0.015967
1.1893,0.012171,0.1018,0.10389,-0.017967,0.9943,0.015934
1.1864,0.011843,0.10051,0.09964,-0.01719,0.99475,0.015823
1.1837,0.01155,0.099436,0.095318,-0.016151,0.99519,0.015986
1.1812,0.011427,0.0996,0.095186,-0.014388,0.99522,0.016415
1.1786,0.011185,0.098717,0.091426,-0.012949,0.99559,0.016814
1.1762,0.011139,0.098876,0.091468,-0.011074,0.99559,0.017541
