-0.067466,-1.4814,-4.6577,-0.12361,-0.099964,0.22982
-0.085129,-1.5108,-4.6963,-0.12282,-0.099093,0.22946
-0.10226,-1.4244,-4.6265,-0.11977,-0.09848,0.22889
-0.11328,-1.476,-4.6578,-0.12178,-0.099008,0.22944
-0.13662,-1.4937,-4.6801,-0.12426,-0.099259,0.2296
-0.090609,-1.4911,-4.6344,-0.12325,-0.099234,0.22962
-0.082606,-1.4903,-4.6319,-0.12316,-0.0997,0.22906
-0.058248,-1.4858,-4.6014,-0.12401,-0.10001,0.22936
-0.055645,-1.5482,-4.6861,-0.12484,-0.10014,0.22935
-0.082212,-1.5454,-4.6081,-0.12527,-0.10002,0.22934
-0.085993,-1.5961,-4.6079,-0.1275,-0.09898,0.22931
-0.039741,-1.6539,-4.7217,-0.12864,-0.10086,0.22926
0.011538,-1.6628,-4.6959,-0.12907,-0.10303,0.22923
0.049348,-1.6457,-4.6727,-0.12928,-0.10349,0.2293
0.004177,-1.6461,-4.6579,-0.12856,-0.10194,0.22905
-0.092085,-1.6489,-4.6505,-0.12734,-0.099466,0.22847
-0.19575,-1.6157,-4.645,-0.12755,-0.096546,0.22838
-0.24332,-1.6556,-4.7016,-0.12598,-0.093898,0.22811
-0.3078,-1.6078,-4.6651,-0.12582,-0.092057,0.22823
-0.33089,-1.5464,-4.6971,-0.12531,-0.092279,0.22849
-0.24448,-1.5325,-4.6765,-0.1233,-0.093369,0.22908
-0.21038,-1.4865,-4.6681,-0.12296,-0.095461,0.22938
-0.12732,-1.4831,-4.644,-0.12335,-0.097238,0.22958
-0.087211,-1.4573,-4.7052,-0.12274,-0.09884,0.22961
-0.15584,-1.4428,-4.7168,-0.1219,-0.097351,0.23023
-0.1492,-1.4956,-4.7766,-0.12437,-0.096884,0.22979
-0.201,-1.4767,-4.7344,-0.12154,-0.095059,0.23015
-0.21979,-1.4886,-4.7561,-0.12419,-0.094686,0.22999
-0.27514,-1.4854,-4.7586,-0.12374,-0.093143,0.23024
-0.2515,-1.531,-4.8084,-0.12464,-0.093677,0.22931
-0.22669,-1.5025,-4.7062,-0.12542,-0.094528,0.22926
-0.14991,-1.5332,-4.7672,-0.12536,-0.096861,0.22953
-0.076219,-1.5208,-4.7741,-0.12455,-0.098575,0.22954
-0.041812,-1.4707,-4.7883,-0.12426,-0.10027,0.22955
-0.013062,-1.4499,-4.7503,-0.1228,-0.10026,0.2295
-0.027061,-1.4688,-4.7208,-0.12357,-0.099455,0.22982
-0.044399,-1.5062,-4.8216,-0.1227,-0.098934,0.22956
-0.082933,-1.5118,-4.7507,-0.12485,-0.098126,0.22941
-0.0735,-1.5029,-4.7444,-0.1244,-0.097619,0.22957
